"LOCATION","Country","SUBJECT","Subject","MEASURE","Measure","FREQUENCY","Frequency","TIME","Period","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1967-Q3","Q3-1967","USD","US Dollar","6","Millions",,,3302,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1967-Q4","Q4-1967","USD","US Dollar","6","Millions",,,2244,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1968-Q1","Q1-1968","USD","US Dollar","6","Millions",,,1054,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1968-Q2","Q2-1968","USD","US Dollar","6","Millions",,,1749,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1968-Q3","Q3-1968","USD","US Dollar","6","Millions",,,1650,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1968-Q4","Q4-1968","USD","US Dollar","6","Millions",,,945,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1969-Q1","Q1-1969","USD","US Dollar","6","Millions",,,239,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1969-Q2","Q2-1969","USD","US Dollar","6","Millions",,,1104,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1969-Q3","Q3-1969","USD","US Dollar","6","Millions",,,1231,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1969-Q4","Q4-1969","USD","US Dollar","6","Millions",,,3149,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1970-Q1","Q1-1970","USD","US Dollar","6","Millions",,,3514,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1970-Q2","Q2-1970","USD","US Dollar","6","Millions",,,5207,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1970-Q3","Q3-1970","USD","US Dollar","6","Millions",,,4088,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1970-Q4","Q4-1970","USD","US Dollar","6","Millions",,,2985,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1971-Q1","Q1-1971","USD","US Dollar","6","Millions",,,4570,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1971-Q2","Q2-1971","USD","US Dollar","6","Millions",,,-401,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1971-Q3","Q3-1971","USD","US Dollar","6","Millions",,,236,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1971-Q4","Q4-1971","USD","US Dollar","6","Millions",,,-1920,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1972-Q1","Q1-1972","USD","US Dollar","6","Millions",,,-3534,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1972-Q2","Q2-1972","USD","US Dollar","6","Millions",,,-4258,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1972-Q3","Q3-1972","USD","US Dollar","6","Millions",,,-2638,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1972-Q4","Q4-1972","USD","US Dollar","6","Millions",,,-3061,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1973-Q1","Q1-1973","USD","US Dollar","6","Millions",,,-1400,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1973-Q2","Q2-1973","USD","US Dollar","6","Millions",,,2454,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1973-Q3","Q3-1973","USD","US Dollar","6","Millions",,,6437,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1973-Q4","Q4-1973","USD","US Dollar","6","Millions",,,8952,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1974-Q1","Q1-1974","USD","US Dollar","6","Millions",,,6394,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1974-Q2","Q2-1974","USD","US Dollar","6","Millions",,,-2714,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1974-Q3","Q3-1974","USD","US Dollar","6","Millions",,,-6972,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1974-Q4","Q4-1974","USD","US Dollar","6","Millions",,,33,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1975-Q1","Q1-1975","USD","US Dollar","6","Millions",,,16481,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1975-Q2","Q2-1975","USD","US Dollar","6","Millions",,,21582,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1975-Q3","Q3-1975","USD","US Dollar","6","Millions",,,12043,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1975-Q4","Q4-1975","USD","US Dollar","6","Millions",,,13801,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1976-Q1","Q1-1976","USD","US Dollar","6","Millions",,,4650,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1976-Q2","Q2-1976","USD","US Dollar","6","Millions",,,-496,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1976-Q3","Q3-1976","USD","US Dollar","6","Millions",,,-4073,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1976-Q4","Q4-1976","USD","US Dollar","6","Millions",,,-6603,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1977-Q1","Q1-1977","USD","US Dollar","6","Millions",,,-21079,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1977-Q2","Q2-1977","USD","US Dollar","6","Millions",,,-21136,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1977-Q3","Q3-1977","USD","US Dollar","6","Millions",,,-20579,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1977-Q4","Q4-1977","USD","US Dollar","6","Millions",,,-29582,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1978-Q1","Q1-1978","USD","US Dollar","6","Millions",,,-38681,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1978-Q2","Q2-1978","USD","US Dollar","6","Millions",,,-22624,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1978-Q3","Q3-1978","USD","US Dollar","6","Millions",,,-23760,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1978-Q4","Q4-1978","USD","US Dollar","6","Millions",,,-16400,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1979-Q1","Q1-1979","USD","US Dollar","6","Millions",,,-18159,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1979-Q2","Q2-1979","USD","US Dollar","6","Millions",,,-22189,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1979-Q3","Q3-1979","USD","US Dollar","6","Millions",,,-23029,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1979-Q4","Q4-1979","USD","US Dollar","6","Millions",,,-26802,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1980-Q1","Q1-1980","USD","US Dollar","6","Millions",,,-35803,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1980-Q2","Q2-1980","USD","US Dollar","6","Millions",,,-15211,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1980-Q3","Q3-1980","USD","US Dollar","6","Millions",,,5471,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1980-Q4","Q4-1980","USD","US Dollar","6","Millions",,,-6682,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1981-Q1","Q1-1981","USD","US Dollar","6","Millions",,,-14259,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1981-Q2","Q2-1981","USD","US Dollar","6","Millions",,,-13508,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1981-Q3","Q3-1981","USD","US Dollar","6","Millions",,,-7561,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1981-Q4","Q4-1981","USD","US Dollar","6","Millions",,,-14750,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1982-Q1","Q1-1982","USD","US Dollar","6","Millions",,,-16276,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1982-Q2","Q2-1982","USD","US Dollar","6","Millions",,,-4386,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1982-Q3","Q3-1982","USD","US Dollar","6","Millions",,,-29647,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1982-Q4","Q4-1982","USD","US Dollar","6","Millions",,,-29587,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1983-Q1","Q1-1983","USD","US Dollar","6","Millions",,,-24548,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1983-Q2","Q2-1983","USD","US Dollar","6","Millions",,,-45434,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1983-Q3","Q3-1983","USD","US Dollar","6","Millions",,,-65200,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1983-Q4","Q4-1983","USD","US Dollar","6","Millions",,,-71385,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1984-Q1","Q1-1984","USD","US Dollar","6","Millions",,,-95004,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1984-Q2","Q2-1984","USD","US Dollar","6","Millions",,,-104301,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1984-Q3","Q3-1984","USD","US Dollar","6","Millions",,,-103847,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1984-Q4","Q4-1984","USD","US Dollar","6","Millions",,,-107756,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1985-Q1","Q1-1985","USD","US Dollar","6","Millions",,,-91298,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1985-Q2","Q2-1985","USD","US Dollar","6","Millions",,,-114445,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1985-Q3","Q3-1985","USD","US Dollar","6","Millions",,,-116895,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1985-Q4","Q4-1985","USD","US Dollar","6","Millions",,,-133434,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1986-Q1","Q1-1986","USD","US Dollar","6","Millions",,,-126014,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1986-Q2","Q2-1986","USD","US Dollar","6","Millions",,,-128872,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1986-Q3","Q3-1986","USD","US Dollar","6","Millions",,,-138961,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1986-Q4","Q4-1986","USD","US Dollar","6","Millions",,,-133629,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1987-Q1","Q1-1987","USD","US Dollar","6","Millions",,,-141234,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1987-Q2","Q2-1987","USD","US Dollar","6","Millions",,,-146977,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1987-Q3","Q3-1987","USD","US Dollar","6","Millions",,,-145464,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1987-Q4","Q4-1987","USD","US Dollar","6","Millions",,,-145405,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1988-Q1","Q1-1988","USD","US Dollar","6","Millions",,,-123987,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1988-Q2","Q2-1988","USD","US Dollar","6","Millions",,,-106627,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1988-Q3","Q3-1988","USD","US Dollar","6","Millions",,,-99263,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1988-Q4","Q4-1988","USD","US Dollar","6","Millions",,,-107694,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1989-Q1","Q1-1989","USD","US Dollar","6","Millions",,,-100965,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1989-Q2","Q2-1989","USD","US Dollar","6","Millions",,,-88160,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1989-Q3","Q3-1989","USD","US Dollar","6","Millions",,,-75075,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1989-Q4","Q4-1989","USD","US Dollar","6","Millions",,,-82765,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1990-Q1","Q1-1990","USD","US Dollar","6","Millions",,,-88536,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1990-Q2","Q2-1990","USD","US Dollar","6","Millions",,,-68833,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1990-Q3","Q3-1990","USD","US Dollar","6","Millions",,,-74953,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1990-Q4","Q4-1990","USD","US Dollar","6","Millions",,,-79096,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1991-Q1","Q1-1991","USD","US Dollar","6","Millions",,,-47140,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1991-Q2","Q2-1991","USD","US Dollar","6","Millions",,,-23188,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1991-Q3","Q3-1991","USD","US Dollar","6","Millions",,,-21074,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1991-Q4","Q4-1991","USD","US Dollar","6","Millions",,,-23053,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1992-Q1","Q1-1992","USD","US Dollar","6","Millions",,,-20536,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1992-Q2","Q2-1992","USD","US Dollar","6","Millions",,,-32788,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1992-Q3","Q3-1992","USD","US Dollar","6","Millions",,,-38488,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1992-Q4","Q4-1992","USD","US Dollar","6","Millions",,,-47140,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1993-Q1","Q1-1993","USD","US Dollar","6","Millions",,,-55704,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1993-Q2","Q2-1993","USD","US Dollar","6","Millions",,,-63187,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1993-Q3","Q3-1993","USD","US Dollar","6","Millions",,,-68354,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1993-Q4","Q4-1993","USD","US Dollar","6","Millions",,,-73449,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1994-Q1","Q1-1994","USD","US Dollar","6","Millions",,,-80595,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1994-Q2","Q2-1994","USD","US Dollar","6","Millions",,,-90572,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1994-Q3","Q3-1994","USD","US Dollar","6","Millions",,,-96868,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1994-Q4","Q4-1994","USD","US Dollar","6","Millions",,,-101913,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1995-Q1","Q1-1995","USD","US Dollar","6","Millions",,,-105329,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1995-Q2","Q2-1995","USD","US Dollar","6","Millions",,,-109492,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1995-Q3","Q3-1995","USD","US Dollar","6","Millions",,,-74444,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1995-Q4","Q4-1995","USD","US Dollar","6","Millions",,,-69780,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1996-Q1","Q1-1996","USD","US Dollar","6","Millions",,,-88795,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1996-Q2","Q2-1996","USD","US Dollar","6","Millions",,,-93709,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1996-Q3","Q3-1996","USD","US Dollar","6","Millions",,,-114180,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1996-Q4","Q4-1996","USD","US Dollar","6","Millions",,,-88822,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1997-Q1","Q1-1997","USD","US Dollar","6","Millions",,,-108839,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1997-Q2","Q2-1997","USD","US Dollar","6","Millions",,,-85201,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1997-Q3","Q3-1997","USD","US Dollar","6","Millions",,,-96831,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1997-Q4","Q4-1997","USD","US Dollar","6","Millions",,,-117014,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1998-Q1","Q1-1998","USD","US Dollar","6","Millions",,,-135215,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1998-Q2","Q2-1998","USD","US Dollar","6","Millions",,,-162331,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1998-Q3","Q3-1998","USD","US Dollar","6","Millions",,,-174634,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1998-Q4","Q4-1998","USD","US Dollar","6","Millions",,,-178663,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1999-Q1","Q1-1999","USD","US Dollar","6","Millions",,,-207731,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1999-Q2","Q2-1999","USD","US Dollar","6","Millions",,,-244668,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1999-Q3","Q3-1999","USD","US Dollar","6","Millions",,,-275300,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","1999-Q4","Q4-1999","USD","US Dollar","6","Millions",,,-295638,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","2000-Q1","Q1-2000","USD","US Dollar","6","Millions",,,-352106,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","2000-Q2","Q2-2000","USD","US Dollar","6","Millions",,,-358736,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","2000-Q3","Q3-2000","USD","US Dollar","6","Millions",,,-387846,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","2000-Q4","Q4-2000","USD","US Dollar","6","Millions",,,-401511,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","2001-Q1","Q1-2001","USD","US Dollar","6","Millions",,,-390755,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","2001-Q2","Q2-2001","USD","US Dollar","6","Millions",,,-358543,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","2001-Q3","Q3-2001","USD","US Dollar","6","Millions",,,-365976,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","2001-Q4","Q4-2001","USD","US Dollar","6","Millions",,,-356441,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","2002-Q1","Q1-2002","USD","US Dollar","6","Millions",,,-372592,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","2002-Q2","Q2-2002","USD","US Dollar","6","Millions",,,-415681,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","2002-Q3","Q3-2002","USD","US Dollar","6","Millions",,,-432521,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","2002-Q4","Q4-2002","USD","US Dollar","6","Millions",,,-480814,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","2003-Q1","Q1-2003","USD","US Dollar","6","Millions",,,-504852,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","2003-Q2","Q2-2003","USD","US Dollar","6","Millions",,,-501536,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","2003-Q3","Q3-2003","USD","US Dollar","6","Millions",,,-500763,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","2003-Q4","Q4-2003","USD","US Dollar","6","Millions",,,-505355,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","2004-Q1","Q1-2004","USD","US Dollar","6","Millions",,,-548966,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","2004-Q2","Q2-2004","USD","US Dollar","6","Millions",,,-608024,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","2004-Q3","Q3-2004","USD","US Dollar","6","Millions",,,-636429,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","2004-Q4","Q4-2004","USD","US Dollar","6","Millions",,,-682881,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","2005-Q1","Q1-2005","USD","US Dollar","6","Millions",,,-674590,,
